ASV	subclade	sseqid	sacc	stitle	sscinames	staxids	sskingdoms	sblastnames	pident	slen	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
asv_0D3_03493	UC-A	gi|1168021129|gb|KX346070.1|	KX346070	Uncultured Synechococcus sp. clone B42E09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.756	597	558	46	0	1	558	22	579	0	800
asv_0D3_03494	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	88.809	2234828	277	31	0	280	556	1184090	1183814	1.21e-94	361
asv_0D3_03498	UC-A	gi|2033891947|dbj|LC629587.1|	LC629587	Uncultured marine virus CM1_5m.V133 DNA, partial genome sequence	N/A	186617	N/A	N/A	91.786	27275	280	22	1	1	279	26727	26448	4.83e-106	398
asv_0D3_03500	II-WPC2	gi|1418083314|ref|XM_025413540.1|	XM_025413540	PREDICTED: Camponotus floridanus formin-like protein 20 (LOC112639483), mRNA	N/A	104421	N/A	N/A	75.248	1425	101	16	3	412	512	938	847	1.3e-5	65.3
asv_0D3_03534	II-WPC2	gi|1182965976|gb|CP020777.1|	CP020777	Candidatus Pelagibacter sp. RS39 genome	N/A	1977864	N/A	N/A	92.527	1200090	281	21	0	279	559	1145522	1145802	2.2e-110	413
asv_0D3_03551	UC-A	gi|1182965976|gb|CP020777.1|	CP020777	Candidatus Pelagibacter sp. RS39 genome	N/A	1977864	N/A	N/A	83.755	1200090	277	45	0	1	277	964657	964933	1.22e-75	297
asv_0D3_03601	UC-A	gi|381356398|dbj|AP012279.1|	AP012279	Bradyrhizobium cosmicum S23321 DNA, complete genome	N/A	1404864	N/A	N/A	76.016	7231841	246	59	0	13	258	1531648	1531893	8.2e-40	178
asv_0D3_03601	UC-A	gi|1755616556|dbj|AP021854.1|	AP021854	Bradyrhizobium sp. SG09 DNA, complete genome	N/A	2599805	N/A	N/A	77.982	8442078	218	48	0	288	505	5436207	5435990	8.2e-40	178
asv_0D3_03601	UC-A	gi|1755624437|dbj|AP021855.1|	AP021855	Bradyrhizobium sp. TM102 DNA, complete genome	N/A	2599819	N/A	N/A	77.982	7363142	218	48	0	43	260	4881859	4882076	8.2e-40	178
asv_0D3_03601	UC-A	gi|1390677039|gb|CP029425.1|	CP029425	Bradyrhizobium ottawaense strain OO99 chromosome, complete genome	N/A	931866	N/A	N/A	77.982	8606328	218	48	0	43	260	7105313	7105530	8.2e-40	178
asv_0D3_03601	UC-A	gi|1913479607|gb|CP046601.1|	CP046601	Bradyrhizobium sp. SEMIA chromosome	N/A	2597515	N/A	N/A	77.982	9700846	218	48	0	288	505	4217896	4217679	8.2e-40	178
asv_0D3_03601	UC-A	gi|2160462916|gb|CP088087.1|	CP088087	Bradyrhizobium arachidis strain CB756 chromosome, complete genome	N/A	858423	N/A	N/A	77.982	9825352	218	48	0	288	505	4379027	4378810	8.2e-40	178
asv_0D3_03611	II-WPC2	gi|1059198265|gb|CP007776.2|	CP007776	Campylobacter lari CCUG 22395, complete genome	N/A	1388750	N/A	N/A	74.194	1523028	217	50	4	346	559	167968	167755	1.3e-24	127
asv_0D3_03611	II-WPC2	gi|744821558|gb|CP007778.1|	CP007778	Campylobacter lari RM16712, complete genome	N/A	1453988	N/A	N/A	74.194	1565009	217	50	4	346	559	180854	180641	1.3e-24	127
asv_0D3_03634	II-WPC2	gi|1039341379|gb|KU937827.1|	KU937827	Synechococcus sp. AMT23ST01-5 cytochrome b6 (petB) gene, partial cds	N/A	1866945	N/A	N/A	92.844	607	559	40	0	1	559	23	581	0	829
asv_0D3_03637	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	85.921	2234828	277	39	0	282	558	1881576	1881852	8.74e-84	324
asv_0D3_03649	UC-A	gi|2108415545|gb|CP070634.1|	CP070634	MAG: Rhodospirillales bacterium isolate bin96 chromosome	N/A	2026786	N/A	N/A	74.107	3861150	112	29	0	418	529	3533231	3533120	8.77e-8	72.5
asv_0D3_03668	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.341	597	558	26	0	1	558	22	579	0	890
asv_0D3_03687	UC-A	gi|1168021111|gb|KX346061.1|	KX346061	Uncultured Synechococcus sp. clone B42D07 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.803	597	558	29	0	1	558	22	579	0	876
asv_0D3_03710	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	87.004	2234828	277	36	0	282	558	1881576	1881852	3.97e-88	338
asv_0D3_03715	UC-A	gi|2070683267|emb|OU426851.1|	OU426851	Dolichovespula media genome assembly, chromosome: 1	N/A	881891	N/A	N/A	75	30180336	140	26	7	312	447	27151825	27151691	8.77e-8	72.5
asv_0D3_03732	II-WPC2	gi|113880062|gb|CP000435.1|	CP000435	Synechococcus sp. CC9311, complete genome	N/A	64471	N/A	N/A	81.227	2606748	277	52	0	283	559	2264029	2264305	2.06e-66	266
asv_0D3_03742	II-WPC2	gi|1391921342|gb|MH319754.1|	MH319754	Marine virus AG-345-L05 Ga0172272_11 genomic sequence	N/A	2162690	N/A	N/A	79.091	149201	110	19	3	322	429	21377	21484	3.99e-12	86
asv_0D3_03747	II-WPC2	gi|254049589|gb|GQ234739.1|	GQ234739	Uncultured marine organism clone IOBCBE001_13-G07-SP6.ab1 genomic sequence	N/A	360281	N/A	N/A	78.309	679	272	31	1	222	465	272	1	1.93e-60	246
asv_0D3_03749	UC-A	gi|476512267|gb|CP003742.1|	CP003742	Octadecabacter arcticus 238, complete genome	N/A	391616	N/A	N/A	77.876	5200279	113	25	0	48	160	2550762	2550650	9.37e-14	92.4
asv_0D3_03764	II-WPC2	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	83.986	2234828	281	45	0	2	282	2131592	2131312	8.2e-78	305
asv_0D3_03798	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	95.203	2234828	271	13	0	1	271	782206	781936	8.17e-116	431
asv_0D3_03804	II-WPC2	gi|687866938|emb|LK929002.1|	LK929002	Caenorhabditis elegans genome assembly C_elegans_Bristol_N2_v1_5_4 ,scaffold CELN2_scaffold0000919	N/A	6239	N/A	N/A	77.966	8054	118	22	2	5	120	6906	6791	9.38e-14	91.5
asv_0D3_03807	UC-A	gi|1003340956|gb|KU705455.1|	KU705455	Uncultured Synechococcus sp. clone Ellet31 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	559	151	0	0	1	151	2	152	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020891|gb|KX345951.1|	KX345951	Uncultured Synechococcus sp. clone B67A05 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020893|gb|KX345952.1|	KX345952	Uncultured Synechococcus sp. clone B67A06 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020897|gb|KX345954.1|	KX345954	Uncultured Synechococcus sp. clone B67A08 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020907|gb|KX345959.1|	KX345959	Uncultured Synechococcus sp. clone B67B02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020917|gb|KX345964.1|	KX345964	Uncultured Synechococcus sp. clone B67B07 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020937|gb|KX345974.1|	KX345974	Uncultured Synechococcus sp. clone B67C05 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020991|gb|KX346001.1|	KX346001	Uncultured Synechococcus sp. clone B67E09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020995|gb|KX346003.1|	KX346003	Uncultured Synechococcus sp. clone B67F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168020999|gb|KX346005.1|	KX346005	Uncultured Synechococcus sp. clone B67F03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021003|gb|KX346007.1|	KX346007	Uncultured Synechococcus sp. clone B67F05 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021009|gb|KX346010.1|	KX346010	Uncultured Synechococcus sp. clone B67F08 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021047|gb|KX346029.1|	KX346029	Uncultured Synechococcus sp. clone B67H03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021051|gb|KX346031.1|	KX346031	Uncultured Synechococcus sp. clone B67H05 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021103|gb|KX346057.1|	KX346057	Uncultured Synechococcus sp. clone B42D01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021111|gb|KX346061.1|	KX346061	Uncultured Synechococcus sp. clone B42D07 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021113|gb|KX346062.1|	KX346062	Uncultured Synechococcus sp. clone B42D09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021121|gb|KX346066.1|	KX346066	Uncultured Synechococcus sp. clone B42E02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021139|gb|KX346075.1|	KX346075	Uncultured Synechococcus sp. clone B42F09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021141|gb|KX346076.1|	KX346076	Uncultured Synechococcus sp. clone B42F10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021147|gb|KX346079.1|	KX346079	Uncultured Synechococcus sp. clone B42G06 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021149|gb|KX346080.1|	KX346080	Uncultured Synechococcus sp. clone B42G08 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021155|gb|KX346083.1|	KX346083	Uncultured Synechococcus sp. clone B42G11 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021171|gb|KX346091.1|	KX346091	Uncultured Synechococcus sp. clone B42H12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021197|gb|KX346104.1|	KX346104	Uncultured Synechococcus sp. clone B94B02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021201|gb|KX346106.1|	KX346106	Uncultured Synechococcus sp. clone B94B04 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021203|gb|KX346107.1|	KX346107	Uncultured Synechococcus sp. clone B94B05 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021207|gb|KX346109.1|	KX346109	Uncultured Synechococcus sp. clone B94B08 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021217|gb|KX346114.1|	KX346114	Uncultured Synechococcus sp. clone B94C02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021233|gb|KX346122.1|	KX346122	Uncultured Synechococcus sp. clone B94C11 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021251|gb|KX346131.1|	KX346131	Uncultured Synechococcus sp. clone B94D08 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021255|gb|KX346133.1|	KX346133	Uncultured Synechococcus sp. clone B94D12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021265|gb|KX346138.1|	KX346138	Uncultured Synechococcus sp. clone B94E06 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021273|gb|KX346142.1|	KX346142	Uncultured Synechococcus sp. clone B94E12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021279|gb|KX346145.1|	KX346145	Uncultured Synechococcus sp. clone B94F03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	407	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021303|gb|KX346157.1|	KX346157	Uncultured Synechococcus sp. clone B94G04 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021307|gb|KX346159.1|	KX346159	Uncultured Synechococcus sp. clone B94G07 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021319|gb|KX346165.1|	KX346165	Uncultured Synechococcus sp. clone B94H02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03807	UC-A	gi|1168021333|gb|KX346172.1|	KX346172	Uncultured Synechococcus sp. clone B94H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	100	597	151	0	0	1	151	22	172	1.39e-68	273
asv_0D3_03837	UC-A	gi|1040567191|gb|KU377844.1|	KU377844	Synechococcus sp. BOUM31-10 cytochrome b6 (petB) gene, partial cds	N/A	1866973	N/A	N/A	91.039	567	558	50	0	1	558	7	564	0	782
asv_0D3_03840	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.562	597	557	47	0	1	557	22	578	0	793
asv_0D3_03850	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	96.416	2234828	279	10	0	280	558	782087	781809	1.68e-124	459
asv_0D3_03853	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	95.035	2234828	282	14	0	277	558	782090	781809	1.06e-120	446
asv_0D3_03857	UC-A	gi|1233021400|gb|CP022736.1|	CP022736	Herbaspirillum sp. meg3, complete genome	N/A	2025949	N/A	N/A	73.606	5465798	269	71	0	4	272	1061012	1060744	5.18e-36	166
asv_0D3_03861	II-WPC2	gi|408466736|gb|CP003879.1|	CP003879	Psychroflexus torquis ATCC 700755, complete genome	N/A	313595	N/A	N/A	77.982	4321832	218	48	0	342	559	263181	263398	8.22e-40	178
asv_0D3_03894	II-WPC2	gi|2095612260|emb|OU612065.1|	OU612065	Membranipora membranacea genome assembly, chromosome: 1	N/A	95170	N/A	N/A	81.818	41072641	132	17	2	16	145	21235197	21235071	1.3e-24	128
asv_0D3_03897	II-WPC2	gi|254049277|gb|GQ234427.1|	GQ234427	Uncultured marine organism clone IOBCBE001_11-F04-T7.ab1 genomic sequence	N/A	360281	N/A	N/A	86.738	844	279	37	0	1	279	60	338	1.39e-87	337
asv_0D3_03968	UC-A	gi|1039341379|gb|KU937827.1|	KU937827	Synechococcus sp. AMT23ST01-5 cytochrome b6 (petB) gene, partial cds	N/A	1866945	N/A	N/A	91.756	607	558	46	0	1	558	24	581	0	800
asv_0D3_03994	II-WPC2	gi|113880062|gb|CP000435.1|	CP000435	Synechococcus sp. CC9311, complete genome	N/A	64471	N/A	N/A	92.115	2606748	558	44	0	1	558	526576	527133	0	809
asv_0D3_04003	II-WPC2	gi|302575779|gb|CP002160.1|	CP002160	Clostridium cellulovorans 743B, complete genome	N/A	573061	N/A	N/A	79.137	5262222	278	58	0	282	559	3745310	3745587	8.21e-59	241
asv_0D3_04034	UC-A	gi|1862848258|emb|LR812532.1|	LR812532	Danio kyathit genome assembly, chromosome: 14	N/A	242068	N/A	N/A	81.373	64656942	102	19	0	288	389	21229912	21229811	6.31e-16	99.6
asv_0D3_04040	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	87.004	2234828	277	36	0	282	558	1881576	1881852	3.97e-88	338
asv_0D3_04048	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.819	597	557	40	0	1	557	22	578	0	825
asv_0D3_04049	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.397	2234828	272	37	0	8	279	1881567	1881838	8.74e-84	324
asv_0D3_04051	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.921	597	557	45	0	1	557	22	578	0	802
asv_0D3_04052	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.803	597	558	29	0	1	558	22	579	0	876
asv_0D3_04055	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.101	597	557	44	0	1	557	22	578	0	807
asv_0D3_04056	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.101	597	557	44	0	1	557	22	578	0	807
asv_0D3_04071	II-WPC2	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	88.571	2234828	280	32	0	279	558	2131588	2131309	3.48e-95	361
asv_0D3_04073	II-WPC2	gi|1895773479|gb|CP047942.1|	CP047942	Synechococcus sp. MVIR-18-1 chromosome, complete genome	N/A	1386941	N/A	N/A	91.756	2451974	279	23	0	1	279	2276412	2276134	1.39e-106	400
asv_0D3_04088	II-WPC2	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	95.221	2234828	272	13	0	1	272	782207	781936	2.35e-116	433
asv_0D3_04090	UC-A	gi|1168021129|gb|KX346070.1|	KX346070	Uncultured Synechococcus sp. clone B42E09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.219	597	558	49	0	1	558	22	579	0	786
asv_0D3_04092	UC-A	gi|1536905936|gb|CP034357.1|	CP034357	Sphingomonas sp. C8-2 chromosome	N/A	2492837	N/A	N/A	71.429	5632676	147	37	3	261	403	4096748	4096603	1.07e-6	68
asv_0D3_04120	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	91.144	2234828	271	24	0	1	271	782206	781936	3.71e-101	381
asv_0D3_04142	UC-A	gi|1168021101|gb|KX346056.1|	KX346056	Uncultured Synechococcus sp. clone B42C11 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.444	597	558	31	0	1	558	22	579	0	867
asv_0D3_04143	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.101	597	557	44	0	1	557	22	578	0	807
asv_0D3_04144	UC-A	gi|1895826200|gb|CP047961.1|	CP047961	Synechococcus sp. PROS-9-1 chromosome, complete genome	N/A	1968775	N/A	N/A	94.444	2273940	558	31	0	1	558	519684	520241	0	867
asv_0D3_04144	UC-A	gi|338856460|gb|JF307534.1|	JF307534	Synechococcus sp. RCC328 cytochrome b6 gene, partial cds	N/A	1050694	N/A	N/A	94.444	559	558	31	0	1	558	2	559	0	867
asv_0D3_04144	UC-A	gi|1040567075|gb|KU377786.1|	KU377786	Synechococcus sp. MICROVIR-19CH-3 cytochrome b6 (petB) gene, partial cds	N/A	1867009	N/A	N/A	94.444	579	558	31	0	1	558	12	569	0	867
asv_0D3_04145	UC-A	gi|1168021101|gb|KX346056.1|	KX346056	Uncultured Synechococcus sp. clone B42C11 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_04146	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.699	597	558	24	0	1	558	22	579	0	899
asv_0D3_04147	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.161	597	558	27	0	1	558	22	579	0	885
asv_0D3_04148	UC-A	gi|1168021101|gb|KX346056.1|	KX346056	Uncultured Synechococcus sp. clone B42C11 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.444	597	558	31	0	1	558	22	579	0	867
asv_0D3_04152	UC-A	gi|1168021111|gb|KX346061.1|	KX346061	Uncultured Synechococcus sp. clone B42D07 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.803	597	558	29	0	1	558	22	579	0	876
asv_0D3_04154	II-WPC2	gi|338856530|gb|JF307569.1|	JF307569	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	N/A	166318	N/A	N/A	91.413	559	559	48	0	1	559	1	559	0	792
asv_0D3_04154	II-WPC2	gi|1003340858|gb|KU705406.1|	KU705406	Synechococcus sp. A1898-78m cytochrome b6 (petB) gene, partial cds	N/A	1811763	N/A	N/A	91.413	559	559	48	0	1	559	1	559	0	792
asv_0D3_04161	UC-A	gi|338856530|gb|JF307569.1|	JF307569	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	N/A	166318	N/A	N/A	93.907	559	558	34	0	1	558	2	559	0	854
asv_0D3_04161	UC-A	gi|1003340858|gb|KU705406.1|	KU705406	Synechococcus sp. A1898-78m cytochrome b6 (petB) gene, partial cds	N/A	1811763	N/A	N/A	93.907	559	558	34	0	1	558	2	559	0	854
asv_0D3_04168	UC-A	gi|1003340894|gb|KU705424.1|	KU705424	Synechococcus sp. AMT23ST46-1 cytochrome b6 (petB) gene, partial cds	N/A	1811783	N/A	N/A	91.577	602	558	47	0	1	558	23	580	0	795
asv_0D3_04269	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.794	597	557	29	0	1	557	22	578	0	875
asv_0D3_04270	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.341	597	558	26	0	1	558	22	579	0	890
asv_0D3_04271	UC-A	gi|1168021111|gb|KX346061.1|	KX346061	Uncultured Synechococcus sp. clone B42D07 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.803	597	558	29	0	1	558	22	579	0	876
asv_0D3_04272	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.161	597	558	27	0	1	558	22	579	0	885
asv_0D3_04273	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.473	597	558	42	0	1	558	22	579	0	818
asv_0D3_04273	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.473	597	558	42	0	1	558	22	579	0	818
asv_0D3_04274	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.19	597	558	38	0	1	558	22	579	0	836
asv_0D3_04281	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.907	597	558	34	0	1	558	22	579	0	854
asv_0D3_04284	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.011	597	558	39	0	1	558	22	579	0	831
asv_0D3_04286	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	83.755	2234828	277	45	0	282	558	1881576	1881852	1.22e-75	297
asv_0D3_04292	II-WPC2	gi|1040567117|gb|KU377807.1|	KU377807	Synechococcus sp. MICROVIR-2K-2 cytochrome b6 (petB) gene, partial cds	N/A	1867015	N/A	N/A	91.771	579	559	46	0	1	559	11	569	0	801
